,AKA Name,Facility Type,Risk,Address,Zip,Year,Inspection Type,Results,Violations,Latitude,Longitude
3405,ITALIAN FIESTA PIZZERIA,Restaurant,Risk 1 (High),1306 E 47TH ST ,60653.0,2022,Complaint,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE EXTERIOR OF ALL COOLER DOORS TO REMOVE FOOD DEBRIS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAKY PIPE UNDERNEATH THE 3 COMP SINK. MUST REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED CLEANING ALONG THE WALL BASE AND IN CORNERS, INSIDE THE WALK IN COOLERS AND STORAGE ROOM TO REMOVE SPILLS AND DEBRIS.",41.80977529,-87.59473652
3406,SUSHI PARA M,Restaurant,Risk 1 (High),1633 N MILWAUKEE AVE ,60647.0,2022,Canvass,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED ONE OF THE EXPOSED HAND WASHING SINKS IN THE REAR FOOD PREP AREA NOT ACCESSIBLE FOR USE.  THERE WAS A SHIPPING PALLET WITH A BOX OF EQUIPMENT STORED IN FRONT OF THE HAND WASHING SINK.  MANAGEMENT INSTRUCTED THAT ALL HAND WASHING SINKS MUST BE MAINTAINED AND ACCESSIBLE FOR USE AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION 7-38-030(C).  CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED A SLIMY MOLD-LIKE SUBSTANCE ON THE INTERIOR CONTACT SURFACES OF THE ICE MACHINE.  MANAGEMENT INSTRUCTED TO CLEAN AND SANITIZE ALL INTERIOR SURFACES OF THE ICE MACHINE.  PRIORITY FOUNDATION 7-38-005.  CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY REMINDER STATEMENT ON THE MENU TO INFORM CUSTOMERS OF THE RISKS OF CONSUMING RAW OR UNDERCOOKED FOODS.  MANAGEMENT INSTRUCTED THAT A REMINDER STATEMENT MUST BE PROVIDED ON ALL MENUS.  PRIORITY FOUNDATION VIOLATION 7-38-005.   | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE TOP OF THE DISH MACHINE, EXTERIOR OF THE GREASE TRAPS, EXPOSED HAND WASHING SINK IN THE BACK CORNER OF THE REAR FOOD PREP AREA, AND WIRE SHELVES IN THE 2 DOOR PREP COOLER. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO BACKFLOW PREVENTION DEVICE WAS OBSERVED ON THE WATER SUPPLY LINE TO THE ICE MACHINE.  MANAGEMENT INSTRUCTED TO INSTALL AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CLEAN THE WALLS OF THE REAR FOOD PREP AREA. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: CLEAN THE GREASE BUILDUP ON THE VENTILATION HOOD AND FILTERS.",41.91115346,-87.67843965
3407,BA LE SANDWICH AND BAKERY,Restaurant,Risk 1 (High),5014 N BROADWAY ,60640.0,2022,Canvass Re-Inspection,Pass,,41.97321459,-87.65992981
3408,GYURO RAMEN,Restaurant,Risk 1 (High),171 N ABERDEEN ST ,60607.0,2022,License,Fail,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED NO BARRIER BETWEEN CUSTOMER DINING AREA AND FOOD PREPARATION AREA. MUST PROVIDE BARRIER OR SWINGING DOOR THAT SEPARATES DINING AREA FROM FOOD PREPARATION AREA. PRIORITY FOUNDATION VIOLATION. 7-38-005. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAK AT PIPE BELOW HAND WASHING SINK AT FRONT PREP AREA WHEN WATER IS RUNNING. MUST REPAIR LEAK. PRIORITY VIOLATION. 7-38-030(C). | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED WATER DRAINING SLOWLY AT HAND WASHING SINK IN FRONT PREP AREA. MUST REPAIR ISSUE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO SELF CLOSING DEVICE ON BATHROOM DOORS. MUST PROVIDE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED TWO BURNT OUT LIGHTS (FAR RIGHT SIDE) AT VENTILATION HOOD. MUST REPLACE WITH OPERABLE LIGHT BULBS. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING CERTIFICATE ON SITE. INSTRUCTED TO PROVIDE ALLERGEN TRAINING FOR ALL CERTIFIED FOOD MANAGERS.",41.88514499,-87.65431537
3409,BUTCHER & THE BURGER,Restaurant,Risk 1 (High),1021 W ARMITAGE AVE ,60614.0,2022,Canvass,Fail,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  ACCUMULATED GREASE AND FOOD DEBRIS ON WALLS, UTILITY CONNECTIONS AND EQUIPMENT SURFACES BEHIND COOKING LINE AND INSIDE THE FRYERS. MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOOD DEBRIS AND GREASE ON FLOORS UNDER AND BEHIND COOKING EQUIPMENT AT FIRST FLOOR PREP AREA.DETAIL CLEAN MENTIONED AREA. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM 4-14-20, REPORT#2367159  #39)3-305.11 WASTE PIPE AT SOUTH WALL (FEW INCHES) BY METAL SHELF WITH CLEAN POT/UTENSIL IN BASEMENT. MUST BE ENCASED. THE SURFACE MUST BE SMOOTH, CLEANABLE, AND NON-ABSORBENT SURFACE  #47)4-101.19 MUST NOT USE MILK CRATES AS A MEANS OF ELEVATION FOR STORED ITEMS.  #47)4-201.11 BROKEN RUBBER GASKET INSIDE THE ONE-DOOR REACH-IN COOLERS AT THE FIRST FLOOR PREP AREA. REPAIR/REPLACE. THE SURFACE MUST BE SMOOTH, CLEANABLE, AND NON-ABSORBENT SURFACE  PRIORITY FOUNDATION VIOLATION:7-42-090, CITATION ISSUED",41.91798129,-87.65434085
3410,CUCKOO,Restaurant,Risk 1 (High),5143 N CLARK ST ,60640.0,2022,License,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACKFLOW PREVENTION DEVICE NOT LOCATED ON ICE MACHINE WATER LINE. MUST PROVIDE AND MAKE VISIBLE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO EMPLOYEE FOOD HANDLERS TRAINING CERTIFICATES ON-PREMISES. INSTRUCTED MANAGER MUST HAVE ALL FOOD HANDLERS CERTIFICATES WITH NAMES OF EMPLOYEES ON-PREMISES. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO FOOD ALLERGEN TRAINING CERTIFICATE ON PREMISES. INSTRUCTED ALL CITY OF CHICAGO CERTIFIED FOOD MANAGERS MUST HAVE FOOD ALLERGEN TRAINING CERTIFICATES ON PREMISES.,41.97564877,-87.66821133
3411,SAFARI LOUNGE AND ETHIOPIAN CUISINE,Restaurant,Risk 1 (High),7124 N CLARK ST ,60626.0,2022,Canvass Re-Inspection,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments:  2-102.14(O)--FOUND NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE DOCUMENTS ON SITE. PRIORITY FOUNDATION VIOLATION  | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: : 2-501.11-- FOUND NO VOMIT AND DIARRHEAL CLEN UP PROCCEDURE WITH SPILL KIT. PRIORITY FOUNDATION. NO CITATION ISSUED.7-38-005. MUST PROVIDE. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  5-205.11-- FOUND HANDWASHING SINKS NOT OPERATIONAL/NO HOT WATER AT MEN'S. HOT WATER TEMPERATURE NOTED AT 47F. NO HOT/COLD WATER AT LEFT WASHBOWL IN WOMENS 2ND FLOOR RESTROOMS. PRIORITY FOUNDATION. NO CITATION ISSUED.7-38-030C.MUST PROVIDE HOT/COLD RUNNING WATER WITH A MINIMUM HOT WATER TEMPERATURE OF 100F AT HAND SINKS AT 2ND FLOOR RESTROOMS. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: : 2-102.13-- FOUND FOOD SANITATION MANAGERS WITH NO ALLERGEN TRAINING. MUST PROVIDE. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO RECORDS OF EMPLOYEE VACCINATION STAUS OR WEEKLY TESTING. MUST PROVIDE. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO WRITTEN PROTOCAL FOR IMPLEMENTING AND ENFORCING THE ORDER.",42.01219415,-87.67471606
3413,CAFE COLAO,Restaurant,Risk 1 (High),2638 W DIVISION ST ,60622.0,2022,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT THE WALK-IN COOLER AND BASEMENT. MUST REMOVE AND PROVIDE SHELVING THAT IS 6' OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED HEAVY CLUTTER THROUGHOUT BASEMENT FLOORS. INSTRUCTED TO DETAIL CLEAN, ORGANIZE AND REMOVE ALL UNNECESSARY OR UNUSED ARTICLES AND EQUIPMENT TO PREVENT HIDING PLACES FOR PEST.  ",41.90306434,-87.69352967
3414,"GRAND CHINESE KITCHEN, CHICAGO",Restaurant,Risk 1 (High),100 W 87TH ST ,60620.0,2022,Complaint,Fail,"6. PROPER EATING, TASTING, DRINKING, OR TOBACCO USE - Comments: Violation Codes: 2-401.11 Inspector Comments: OBSERVED EMPLOYEES EATING IN PREP AREA. INSTRUCTED MANAGER TO PROVIDE DESIGNATED AREA OUTSIDE OF PREP AREA FOR EMPLOYEE EATING | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TCS FOODS AT IMPROPER TEMPERATURE SUCH AS 5LBS. COOKED EGGROLLS 64.5F,50LBS. DICED COOKED CHICKEN 45.0F,20LBS. BREADED COOKED CHICKEN 47.5F INSIDE OF WALK IN COOLER. PRODUCT WAS DISCARDED BY MANAGER.MUST HAVE COLD HOLDING FOODS AT 41.0F OR BELOW.APPX.75LBS. $150.(PRIORITY 7-38-005)(CITATION ISSUED)(COS) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EVIDENCE OF APPX. 20 OR MORE LIVE ROACHES CRAWLING INSIDE OF WOK STATION,ON UNDERSIDE OF STEAM TABLE AND APPX. 20 OR MORE MICE DROPPINGS ON FLOOR BEHIND 1- DOOR REACH IN FREEZER,ON SHELF NEXT TO HOT WATER TANK AND ON FLOOR UNDER HAND SINK IN TOILET ROOM.MUST REMOVE DROPPINGS. CLEAN AND SANITIZE AREAS.RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 2/7/22.(PRIORITY FOUNDATION 7-38-020(A)(CITATION ISSUED) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED AN APPX. '1/2-3/4' GAP ALONG BOTTOM OF FRONT DOOR.MUST MAKE DOOR TIGHT FITTING. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: Violation Codes: 3-305.11 Inspector Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN PREP AREA, WALK-IN COOLER AND UNDER FRONT COUNTER. INSTRUCTED MANAGER TO ELEVATE ALL ITEMS SIX INCHES OFF FLOOR. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEES WEARING SOILED APRONS. MUST PROVIDE CLEAN APRONS | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST REMOVE RUST FROM WALK IN COOLER SHELVING UNITS.MUST REPAIR OR REPLACE WORN DOOR GASKETS ON 2- DOOR REACH IN COOLER & WALK IN COOLER. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Violation Codes: 4-602.13 Inspector Comments: OBSERVED ACCUMULATED GREASE BUILDUP AND FOOD DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF COOKING EQUIPMENT & PIPES OF SAME, WOK STATION, FRYERS, PREP TABLES, COOLERS, FREEZERS, SHELVING UNITS AND UNDERSIDES, HOLDING UNITS,FAN GUARDS IN WALK IN COOLER,ROLLING CARTS,STOVE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-501.11 Inspector Comments: OBSERVED STAINED CEILING TILES AND DUST BUILDUP ON VENTILATION FAN IN WASHROOM AREAS. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN. OBSERVED MISSING GROUT ON FLOOR TILES UNDER HOLDING UNITS AND WERE NEEDED. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OR REPLACE OPENING AROUND PIPES LEADING INTO WALLS AND CEILINGS. MISSING AND DAMAGED WALL BASES,OPENING IN WALL INDER 3- COMP SINK. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-501.114 Inspector Comments: OBSERVED EXCESS CARDBOARD ALONG WALLS AND CORNERS IN REAR PREP AREA. INSTRUCTED MANAGER TO REMOVE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN EXCESSIVE GREASE AND FOOD DEBRISBUILD UP ON WALLS & DOORS THROUGHOUT PREP AND DISH WASHING AREAS.",41.73637382,-87.62723156
3415,ALOFT CHICAGO MAG MILE,Restaurant,Risk 1 (High),243 E ONTARIO ST ,60611.0,2022,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Keeping ice scoop on top of dusty ice maker at 2nd floor kitchen, instructed to keep in a clean holder. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Chipped/stained  walls behind 1st floor kitchen prep tables, behind dish washing 3-comp sink and clean utensils shelf. instructed to install a durable smooth surface that's easily cleanable.",41.89327026,-87.62156655
3416,LE SUD,Restaurant,Risk 1 (High),2301 W ROSCOE ST ,60618.0,2022,Complaint,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT ALL HANDSINKS (WASHROOMS). | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED THE KITCHEN LOW TEMPERATURE DISH WASHING MACHINE AT IMPROPER FINAL SANITIZING RINSE AT 0 PPM CHLORINE CONCENTRATION. (DISHMACHINE IS IN USE AT THIS TIME). INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. A MECHANICAL DISHWASHING MACHINES SHOULD PROVIDE A FINAL SANITIZING RINSE OF EITHER 50 ï¿½ 100 PPM CHLORINE (FOR CHEMICAL SANITIZING MACHINE) OR 180F FINAL RINSE (FOR HOT WATER SANITIZING MACHINE). DISHMACHINE TAGGED 'HELD FOR INSPECTION'. INSTRUCTED NOT TO USE UNTIL REPAIRED (SEE COMMENTS BELOW). PRIORITY VIOLATION 7-38-025,CITATION ISSUED (COS). | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EVIDENCE OF PEST ACTIVITY APPROXIMATELY 20 LIVE ANTS CRAWLING ALONG FLOOR AND WALL TILES UNDERNEATH THE KITCHEN/DISHWASHING 3-COMPARTMENT SINK AREA. INSTRUCTED TO DETAIL CLEAN AND REMOVE ALL ANT ACTIVITY SANITIZE ALL AFFECTED AREAS. ALSO, ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO ELIMINATE THE PEST ACTIVITY. PRIORITY FOUNDATION VIOLATION 7-38-020(A), CITATION ISSUED. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEE WITH NO HAIR RESTRAINT IN THE FOOD PREP AREA. INSTRUCTED MANAGER TO PROVIDED HAIR RESTRAINTS FOR ALL EMPLOYEES IN THE FOOD PREP AREA. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED STAINED CUTTING BOARDS ON TOP OF THE KITCHEN PREP LINE COOLERS. INSTRUCTED TO RESURFACE OR REPLACE THE CUTTING BOARDS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND ORGANIZE THE REAR ICE MAKER/HOT WATER TANK LOCATION AND REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE MOPS,BROOMS CLEANING EQUIPMENTS OFF THE FLOOR AT LEAST 6' INCHES TO FACILITATE CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXPOSED BRICK WALLS BEHIND THE BAR AREA.INSTRUCTED TO SEAL AND MAINTAIN MENTIONED BRICK WALLS SO THAT THEY ARE SMOOTH, EASILY CLEANABLE.",41.94301518,-87.68578694
3418,FUNG'S CHOP SUEY,Restaurant,Risk 1 (High),1400 E 47th DR ,60653.0,2022,Canvass Re-Inspection,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED THERMOMETER ON WALK IN COOLER NOT PROPERLY READING AMBIENT AIR TEMPERATURES AT TIME OF INSPECTION. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO INTERNAL THERMOMETERS IN COOLERS THROUGHOUT FACILITY. INSTRUCTED PERSON IN CHARGE TO PROVIDE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEEP CLEANING NEEDED FOR THE FOLLOWING EQUIPMENT: BULK STORAGE CONTAINER EXTERIOR SURFACES, EXTERIOR SURFACES OF FRYERS AND INTERIOR BOTTOM OF FRYERS, BOTTOMS OF PREP TABLES AND INTERIORS OF REFRIGERATION UNITS. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN UNISEX RESTROOM. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN A GARBAGE CAN WITH A LID AS REQUIRED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR IN PREP KITCHEN IN DISREPAIR UNDER EQUIPMENT. MUST REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DAMAGED CEILING TILES THROUGH OUT. MUST REPLACE AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED EXCESSIVE BUILD UP ON HOOD SYSTEM AND FILTERS/VENTS. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.",41.80979548,-87.59237387
3421,PIZZA  MANIA 2,Restaurant,Risk 2 (Medium),5777 N RIDGE AVE ,60660.0,2022,Complaint Re-Inspection,Fail,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments:  3-302.12-- ALL BULK FOOD CONTAINERS MUST BE LABELED WITH THE PRODUCT COMMON NAME. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  6-202.15-- NOTED HOLES IN THE MESH SCREENS OF BOTH THE FRONT AND REAR EXIT SCREENED DOORS BEING USED DURING THE INSPECTION. MUST PROVIDE TIGHT FITTING MESH SCREENS WITHOUT HOLES/OPENINGS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13-- DIRTY SHELVING THROUGHOUT THE REAR FOOD PREP, REAR DRY STORAGE, FRONT PREP. ALL WITH DIRT AND FOOD DEBRIS. MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: : 6-501.114-- ALL CLUTTER AND UNNECESSARY ITEMS MUST BE REMOVED FROM THE REAR HVAC STORAGE CLOSET. ALL NEED ITEMS MUST BE ELEVATED AND ORGANIZED.----  6-201.11-- FLOORS THROUGHOUT THE ENTIRE FACILITY, UNDER ALL EQUIPMENT, SHELVING, COOLERS WITH DIRT AND DEBRIS. MUST CLEAN AND MAINTAIN.-----HOLES IN WALLS THROUGHOUT THE REAR DISH AND MOP SINK AREA. MUST SEAL ALL HOLES/OPENINGS IN WALLS.-----WATER DAMAGED CEILING TILES THROUGHOUT THE ENTIRE FACILITY. MUST REPLACE ALL. MISSING BASEBOARD COVING THROUGHOUT ALL PREP, DISH, AND WASHROOM. MUST PROVIDE SEALED COVING ALONG BASEBOARDS AND SEAL ALL OPENINGS ALONG FLOOR SEAMS.----MISSING AND DAMAGED FLOOR TILES AT THE THRESHOLD FRONT THE FRONT TO REAR PREP AREAS AND ON THE PIZZA PREP AREA. MUST REPLACE/REPAIR. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13-- NO FOOD HANDLER TRAINING FOR FOR ANY EMPLOYEES. MUST PROVIDE. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: THE PREVIOUS PRIORITY FOUNDATION VIOLATIONS NOT CORRECTED FROM 3-1-22 REPORT #2552437---#10-: 5-204.11-- FOUND NO HAND SINK INSTALLED AT REAR DISHWASHING AREA. MUST INSTALL A HANDWASHING SINK AT THE DISHWASHING AREA WITH HOT AND COLD RUNNING WATER, SOAP, AND PAPER TOWELS.#38- 6-501.111-- OBSERVED 50 TO 75 MICE DROPPINGS THROUGHOUT THE HVAC STORAGE CLOSET IN THE REAR FOOD PREP AREA. INSTRUCTED TO REMOVE ALL DROPPINGS SANITIZE ALL AFFECTED AREAS. PRIORITY VIOLATION 7-42-090 CITATION ISSUED.",41.98706118,-87.66544833
3422,SUBWAY,Restaurant,Risk 1 (High),1322 E 47TH ST ,60653.0,2022,Canvass,Pass,,41.80978194,-87.59413802
3424,SUKARI'S,Restaurant,Risk 1 (High),7601 S CICERO AVE ,60652.0,2022,Canvass Re-Inspection,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PIC IN CHARGE WITHOUT VALID CITY OF CHICAGO CERTIFICATE. INSTD TO OBTAIN VALID CERTIFICATE AND MAINTAIN | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED MANAGER ON DUTY WHILE HANDLING TCS FOODS (PORK, CHICKEN), NOR VALID CERTIFICATE POSTED. INSTD TO HAVE ON DUTY AT ALL TIMES AND HAVE ORIGINAL CITY OF CHICAGO CERTIFICATE POSTED. PRIORITY FOUNDATION CITATION ISSUED 7-38-012 | 35. APPROVED THAWING METHODS USED - Comments: OBSERVED TCS FOOD BEING THAWED ON COUNTER TOP.INSTRUCTED PERSON IN CHARGE TO PLACE FOOD UNDER REFRIGERATION DURING THAWING AT ALL TIMES. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments:   OBSERVED WASTE WATER BACKING UP FROM FLOOR DRAIN WHEN WATER RELEASED/DRAINING FROM 3-COMPARTMENT SINK. INSTRUCTED TO REPAIR AND MAINTAIN. UTILITY MOP SINK IS UNABLE TO DRAIN AT THIS TIME. INSTRUCTED TO REPAIR AND MAINTAIN. PRIORITY CITATION ISSUED 7-38-030(C)  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESSIVE BUILDUP ON FLOORS, WALLS, AND CORNERS THROUGHOUT FACILITY. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING CERTIFICATE ON SITE. INSTRUCTED MANAGER TO OBTAIN AND RETAIN ON SITE",41.75466012,-87.74138476
3427,KANELA BREAKFAST CLUB,Restaurant,Risk 1 (High),1408 N MILWAUKEE AVE ,60622.0,2022,Complaint Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED THE CITY OF CHICAGO FOOD CERTIFIED MANAGER WITH NO PROOF OF ALLERGEN TRAINING CERTIFICATE. INSTRUCTED ALL CITY OF CHICAGO CERTIFIED FOOD MANAGERS OBTAIN THIS CERTIFICATE.,41.90742473,-87.67307367
3428,RAJ DARBAR,Restaurant,Risk 1 (High),2660 N HALSTED ST ,60614.0,2022,Complaint,Fail,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED SLIGHT PINK BUILD UP INSIDE ICE MACHINE UPPER PORTION. INSTRUCTED MANAGER MUST CLEAN INTERIOR OF ICE MACHINE AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 5 LIVE ROACHES INSIDE PREP AREA, 3-DOOR REACH-IN COOLER (ACROSS FROM STOVETOP), AND 1 LIVE ROACH INSIDE CAN OPENER. INSTRUCTED MANAGER MUST REMOVE ALL ROACH ACTIVITY BY DATE OF REINSPECTION. PRIORITY FOUNDATION 7-38-020(A). | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS INSIDE COOLERS DOOR RUBBER GASKETS AND COOLERS DOOR CORNERS AND DOOR HINDGES. MUST CLEAN AND MAINTAIN EQUIPMENT.",41.93075191,-87.64909233
